+/yYn89HLV	AWS config directory
drckGukPRv	This capability requires chat to be enabled.
duW5uzGvOT	Included routine runs per rolling 24 hours. Additional runs use usage credits when turned on.
dxgIR941IO	From your couch to your commute, hand off tasks to Claude and pick up exactly where you left off.
dyyjkYo1D5	Restricted
dz33KviCE3	Couldn't load the repository list. Type owner/repo below to continue.
dzVdmB+VtN	Show the Code tab (terminal-based coding sessions). Sessions run on the host, not inside the VM.
e/PjhY7W0C	Copy to clipboard (redacted)
e3PGhdV1sS	{x}×
e7MZONhk6R	Credential parsed, with warnings
e81uWL4KJc	Replace team logo
e9JrXbOHR/	Response instructions
eA0XYEy4Tt	No active sessions
eCZJoLFsb6	Leaderboard view
eCp7KgB6Nv	Nested session detected
eF+Y8JJNCJ	Allow Claude Code tab
eGvPBVASAG	Sharing this artifact will also share its associated attachments, files, and comments. New versions will be shared automatically so collaborators can keep commenting on the latest content.
eHjxMLTN40	Your application is under review. We'll email you once it completes, usually within 2 to 3 business days.
eJaz4MqpCW	Usage credit requests
eMV1kF66ej	Set a custom monospace font for code and terminal.
eN+yubJ/WE	Save rule
eR2n3jLyzd	Get notified on your phone when Claude messages you here.
eSkY8USDa6	User guidance
eT3QufLrtq	Functional testing is disabled because no tools are marked readOnlyHint: true. Only read-only tools are eligible.
eUqutTpkXV	Click here to confirm your purchase of additional User seats and acknowledge that Anthropic may invoice you as above.
eVIjIQGS41	Feature request
eZ5nPbhsce	No organization plugins found
ebrohjmQEB	Also delete files on disk
ebywudyiF+	URL configuration
ecSHaFmEbs	Couldn’t save that change
eclXxBQs7M	project (local)
edRO2Rl84H	Upgrade to Pro or Team
ee/siz+mkq	<bold>Act without asking is on.</bold> Claude works, uses connectors, and browses the web without pausing for approval. You can turn off individual connectors in the Add menu. <link>See safe use tips</link>
ee3Gh/JB3E	{label} seat
eeh+Jjs5sn	You can try again as many times as you need, including with a different method. If you keep having trouble, contact support.
egudkQe+rV	v{appVersion} · {platform} {osRelease}
eiKQeeC6XY	Microsoft Entra requires multi-factor authentication to connect {serverName}. Sign in again and complete the MFA prompt.
ek/rdG0G9V	Crash and error reports are how we diagnose failures specific to your inference setup. Support turnaround will be slower without them.
ekUhldQH+f	<b>{sessions, plural, one {# session token} other {# session tokens}}</b> issued by this runner will also be revoked — work in progress on those sessions will fail.
eldDXe+8Gp	Terminate session
emnwYY92/x	This mode needs coordination. Email <link>{email}</link> with details before we can list your server.
enn6AdQzxk	Prompts, completions, and your data are never sent to Anthropic. Telemetry covers crash and usage signals only.
eo3lwMaLQi	Editing notebook
eoV49s48Fm	Poor
eqPXnGTl4D	This will work alongside your <link>profile instructions</link> and the selected style in a chat.
eqxOWmCQm/	Connected successfully · {latency}ms
esGypq5DkS	About allowed domains
euh78Eu8Ph	<top>/ month</top><bot>billed monthly{taxSuffix}</bot>
ew8PW2k7VZ	Nothing to rewind to yet
eyymz6vzhn	macOS blocked this script
f/C9+T3Hji	Your organization's HIPAA compliance doesn't allow changing this setting.
f/SS18330G	Show session logs
f0W26fit1x	Revoked
f1i0YzV/bT	Claude Desktop — firewall allowlist (SNI hostnames; HTTPS/443 unless a custom port was configured)
f5pAS1Qsxp	Claude Code Desktop already enforces your <link>Managed settings</link> and MDM-deployed configuration. These legacy toggles will be retired in an upcoming release. To keep an existing restriction in effect, set <code>permissions.disableBypassPermissionsMode</code> and <code>disableAutoMode</code> to <code>{value}</code> in Managed settings or via MDM.
f6fZr0QFmF	Your frames
f6xBiu5oIa	Send and stay here
f6yYh+x/o9	Open Link (Accept)
f73A2GAHil	Complete the earlier steps first: {steps}.
fBG/GeW9Uc	Cost
fDHA3t9LOJ	Configure scanning, limits, and GitHub App access for your organization.
fF1UjYwi9/	How satisfied are you with Cowork? (optional)
fFMa7D0Hp3	By continuing, you agree to our {privacyPolicy} and {commercialTerms}.
fFT86R3sdt	Failed to revoke. You can try again.
fIFjFz15eK	Taking a little longer than expected
fKywfBeGXX	The credential parsed, but the script wrote to stderr. Review the output below.
fNCL13ySK4	This Claude Code session is too old to support remote reconnect. Update Claude Code, or run /mcp in the terminal.
fNLMOqBBvM	Grant access
fO2poeLmt6	OpenTelemetry exporter headers
fOXm32nDnC	Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster through natural language commands.
fOqAO8Bi2x	Unlimited projects with Pro plans
fOwDivXvG7	This connector isn't set up for single sign-on.
fPQyD2sMrT	Detach simulator
fU+RsP4DHc	Revoke session token?
fVSO74vxG+	AWS SSO region
fVTceFF1Au	This folder doesn't have a GitHub remote
fVfPjDIwfi	Your prompts, Claude’s responses, or any conversation content
fZWB1lJ5xH	Task to include
fZpOPxjvTI	Allow remixing
fc+oEygAS4	iOS Simulator
fcCQB+JkNg	Loaded annual compensation
fgSvg8Hrzb	Basic features and reduced usage
fgplxJ+y/1	idle
fiUP5zDImT	Please choose a .csv file.
fkzH83T+V/	Add attribute
fmpHkU4mZX	openid profile
foWx9wd5jd	{count, plural, =0 {None need attention} one {# needs attention} other {# need attention}}
fqXgA2cNmk	destructive
fuPbbsL+eC	Out of usage credits
fwkR05tthg	I'd like help sizing a plan for {orgName}.
fxBXV4btFa	Bare token output, parsed cleanly.
g3IlHezQJl	Saves to local project settings
g5CBvedxhJ	The browser didn't return for {name}. If you finished signing in, paste the callback URL below.
g5WkoXEVnb	The previous transcript couldn't be found on disk. Send your message again — it will start a fresh session.
g5bUHJ/enw	⌘ Enter to send
g77sOdPXuL	Starting {date} — Learn more
g7d9j8Vr7D	Absolute path to service-account JSON. Leave blank to fall back to ADC.
g83bHOtSLG	A Claude gift membership gives someone access to Claude Pro for a set period of time. They'll get all the benefits of a paid subscription, including access to our latest models, Claude Code, and unlimited projects.
g8s4jWgsLf	The in-app catalogue of installable extensions. Hide to allow sideload only.
g9ISsdWuxw	Warn
g9nIpRif6b	By clicking ‘Turn on’, you agree to turn on usage credits for your organization as defined in our <link>Help Center article</link>.
g9tPT3BdJw	Read failed: {err}
gCGKjtDPXg	Make project private?
gDe4RE775E	This service is disabled for your organization. Reach out to your admin to re-enable it.
gFZBqNIZje	Exposed tools
gMNYUPAzij	Helper exited with code {code}
gNBjlRI7ie	Create a new token
gO6Ri0QD54	Close terminal
gO9HzBH8JD	Filter by role
gQ64GH3wbo	Use their Claude Code setup:{br}Skills, connectors, plugins, and workflows.
gSca15D99T	sorted descending
gSgL+AU8rp	Sharing data from Labs features helps Anthropic improve Claude Design and future Labs products. You can change this anytime.
gU/CAVq2St	Select a profile…
gU3t/zm/wz	Could not load agent proxy profiles.
gVJFzpb3d2	We found signals that your account was used by someone under 18. Claude is for users 18 and over.
gVUaJetCsw	Scan projects
gY/PES7Iq3	View or manage authentication (SSO and provisioning), domains, security, IP allowlist, organization merging, groups, and custom roles.
gZ16wR3vLf	Failed to load value summary. Adjust your inputs below or try refreshing the page.
gbDw6t4BxJ	The most usage for your biggest projects
gcnioKKSjn	Revoke runner token?
geOrzylJdv	Remote Control is disabled by your organization's policy.
gfP1E/2WKd	Failed to update access key.
gkoSAmTJDl	Delete {count}
glT45LQohY	Make {domain} discoverable
glsBTDlsyh	{connectorName} enabled
gnf5+v5LbX	Capabilities not listed here can't yet be configured per role and will follow your organization's settings.
goFrVwfFKU	New scan
gpPg2JJ/Ae	Your description and current session transcript will be sent to Anthropic to debug related issues or improve Claude Code.
gqoZMYUd/j	Auto
gsQCjt8bIu	Annual value
gshbVTjZni	Connectors have moved to <link>Customize</link>. Head there to browse, connect, and manage them.
guZdznamRe	These users are not assigned to any other role through their groups. After deleting this role, they will no longer have access to any features enabled by roles.
gweuSJ0k9B	We put your account{hasEmail, select, yes { ({email})} other {}} on hold because of unusual activity. Your chats and data are safe.
gyxqABc0/g	Scientist
gzM1emSg4n	Add rule
gzod7jxy4Y	Enter to send
h/JaEuOQWD	Request sent to your admin.
h18LHY6fif	Configuration sync issue
h2GZyav5YW	Couldn't update the usage credit requests setting. You can try again.
h2iQNXAVGN	Turn on usage credits in Settings → Usage to let them run
h3IJeFcbkv	Automatically connect new local sessions to Remote Control so you can continue them from the CLI or claude.ai/code.
h3KBgW+kak	Changing the name on a published server affects existing users and requires re-review.
h88F9CYOLS	Some connectors couldn't be enabled. You can try again.
hA9+5hDo01	Failed to update public projects setting.
hCCWuZaL02	Previous period
hCq44SytMs	Or, wait until your {limitName} resets at {time} to keep working.
hD0T/0cTEY	Organization plugin settings
hGpr0+i/er	More Opus with Pro plans
hIatmGaemL	Claude can't read this folder. Grant access in System Settings → Privacy & Security → Files and Folders.
hIfjoooWG1	{count, plural, one {# feature request} other {# feature requests}}
hK+jFMBKQg	This capability requires Claude Code to be enabled.
hLlz6Wp0Se	Universal URL
hMAgrgvspB	Ability to share skills with everyone in your organization at once. Revoking this capability does not revoke previously shared skills.
hMKzRC+/Ft	How long will the review take?
hOxyfcrIGr	We couldn’t complete this upgrade for your billing region. Contact support for help.
hRXRYG6aMN	Failed to download file. You can try again.
hRmb1QdBoV	Reviews take about {eta} days.
hSOU6TJwIn	Ask your admin to turn on usage credits for additional runs.
hUQwVJRIuz	When you create groups they will appear here.
hXoqjR434c	for higher limits every month.
hZ2DipvK2w	The Claude Code binary doesn't match this computer's architecture. Reinstall Claude Desktop for your platform.
hZdMg4CpV3	'Always allow' is disabled by your admin. Ask them to turn it on in Organization settings → Cowork.
ha5HbvlDOk	Your gateway couldn't serve {model}. This model may not be configured on your gateway, or access may be restricted.
hcCko2FR/r	**The best price you'll get.** I always check our latest pricing, including volume discounts.
hcgi+IKEQp	· {seats} seats
hcpszlrtjU	“{sessionTitle}” will be permanently deleted. This can’t be undone.
hesC0E8eFo	Users see only this provider at the login screen. The option to sign in to Claude.ai is hidden.
hg/DxQvpUn	Claude in Chrome requires a paid plan
hhKxQ3MtxT	Built-in tool policy
hqCEM8JCoM	Create a new Team organization instead
hrJRMjrWP7	Blank
hrgq62oWSR	Your Frame deploys. Click a row to open it in your browser.
hrhyvgzlp8	IAM Identity Center home region.
hsvAwBKpgC	Working…
htu3nz1Y5z	Helper timed out
huDeDZC21e	Ask Claude to turn an idea into a diagram, chart, or visual
hukXe/7Esg	Annualized from period spend
hv0F38ESRM	Model list
hvKxkXJdGR	Claude Code Desktop respects your organization's <link>Managed settings</link> and any MDM-deployed managed settings, the same as Claude Code in the CLI and IDE.
hwL7a0I9HE	Engineering
hwOQwMvP6h	Role permission changes may take up to 15 minutes to take effect.
hxEtvPfhQo	Forget sign-in
hySSWTQhiX	Pool {id}
i0aevA7HTR	Code review repositories
i1Kd8ClUUS	{live} / {total} live
i2UE+509BT	Access the Claude Developer Platform within a workspace
i8fSuvZDK/	Models to show in the picker. First entry is the default.
iDNZSmL6d0	Commit & push
iFRwRJ8SE0	This session is archived. Unarchive it to continue the conversation.
iFhBHMeCjp	toolName
iFpU0bfIqQ	Move the script out of Documents, Desktop or Downloads, or grant Claude access in System Settings > Privacy & Security > Files and Folders.
iGBQxXJG+B	Slash command
iGPHC9Tm20	Disabled built-in tools
iKKWKBxt8H	No plan yet
iRL3iA3MaY	Failed to update limit increase requests setting. You can try again.
iRR53RuwGk	SSE transport is being deprecated. If you maintain this server, consider switching to streamable-http.
iT4oEXdDNK	Estimated by {eta}
iT6tPNj+MH	List caching
iUFIszfB3g	Agent proxy profile
iVMMqvoiru	Your org is out of extra usage. Buy more to keep going now.
iXI0v+hQ0H	GitHub account (you)
iaoC3pwTj8	Help me connect a tool you can use — run /mcp to set up an MCP server.
ic/AiMeJ55	Signing out. Returning to your sign-in options…
idJaPSX8EP	AWS region
igXgIgDZ5a	Dismiss session?
ii5A1SkJXE	Diagnostic logs will be attached.
ii9HazU1Ez	Connect to GitHub Enterprise ({hostname})
iivVAGSaYT	Token name must be 64 characters or less.
ikSDjJ8Q2T	everywhere
ikcJfvGZqW	Enable Cowork to configure this setting.
imtaAMSOYh	Pick your role to see tailored starter prompts.
iovJG9P9k+	You'll have the option to pay in your local currency at checkout.
ip38yxjPeG	Paste the JSON key file downloaded from Google Cloud (IAM → Service Accounts → Keys). The proxy uses it to mint short-lived access tokens; the key itself is write-only and never shown after saving.
iqrVycMLiS	{n} ({pct}%)
is7LOAMcXx	Checking affected members…
itJLA50x3s	How we got there
itifTpr4dO	No working directory for this session
j+fH/JceSc	Keyboard captured — click outside to release
j/5+o6pC9/	You hit your 5-hour message limit. It resets at {resetTime}, or you can upgrade for higher limits.
j2rMYi9440	Edit Canvas instance
jA2Ho46qnI	Go further with Claude Code
jA6GVIoYuc	Create dynamic artifacts that stay up-to-date using live data from <link>your connectors</link>.
jDG/zHUMzK	Requested
jETNRIFigw	OpenTelemetry exporter protocol
jFf5VYsr/X	You can permanently remove your account and data. This can't be undone.
jIE93jSpv8	Skills your teammates use in Claude Code, ranked by daily active users.
jIxWF75rlr	Couldn't restart identity verification. Please try again.
jJz20QocAd	Auto-update enforcement window
jLs6b9otPB	Decrease
jLtP9xFFDM	You've been signed out
jMXnPowVZL	We use a trusted age-verification partner. You can verify with a selfie age estimate, a government ID, or a digital ID — it takes about a minute and your data isn't shared with us.
jMs7QaCoI0	({requestCount, plural, one {# request} other {# requests}})
jN6aThWHKY	Nonprofit verification not found
jP2yeM9WkV	Your branch has uncommitted or unpushed changes. Ask Claude to commit and push them, then try again.
jRCHO+DkNq	Request was blocked — check your permissions.
jTl0ZfUTLp	and {count, plural, one {# other} other {# others}}
jU4z+3Uk7+	Model discovery
jVgNO4zlov	weekly Opus limit
jXWMKXfgen	More usage for more ambitious projects*
jYN28dkg5i	↑ ↓ to navigate{sep}Enter to select{sep}or type below
jZ+pOcsnKx	Copy filename
jZbFunwzNt	Edit payment details
jZfzg1FMug	I want to ship my first PR with you. First, check if GitHub is connected — if not, walk me through connecting it. Then find a small, safe improvement in this folder (a typo fix, a README tweak, a missing test) and open a PR for it.
jZt3l/k6rN	Search capabilities...
jav0jLSnCA	When you create roles they will appear here.
jd5qR1RcUF	Rate limit reached
jilxfQjKK7	No matching settings
jl1rXrrAl3	Shared with me
jmqxvZTZAZ	This session's worktree has {count, plural, one {# uncommitted change} other {# uncommitted changes}} that will be permanently discarded.
jn64phvSjS	We put your account on hold because of unusual activity. We can't share the specifics—that would help bad actors get around the same checks—but the review is your chance to share context so a team member can review.
jo5Yhm8cjX	We reserve the right to manually review all servers. Provide clear test-account setup and access instructions. We're working to automate this process to reduce the time it takes to get your server into the directory — write these instructions so they contain every link, credential, and step needed to autonomously access the MCP server. For enterprise accounts or servers that require a fully populated account, provide test credentials that grant access to a fully populated account for review.
jpoenuIoRs	Start Claude
jrKJkm+3pR	This permanently removes your account and all data. This can't be undone.
juB2hBksBZ	warn
juB5ECvnTt	Focus next pane
juN8iLYxPd	Ability for Claude to remember personal context from your team members' chats to make conversations more relevant. When off, each conversation starts fresh with no cross-session context.
jvPZgv9yY1	Nonprofit status applied
jwhET3l/sr	Application
k+2rmRpDUC	Directory Policy §3.F — servers must call their own first-party APIs, or APIs they legitimately proxy.
k+zfnqEfSn	Role has been updated.
k3Er5/cw2M	Reviews take about 10 days. We'll email you when there's a decision, and you can come back to this page anytime to check your status.
k6ld7Mp5ii	Your endpoint-security software blocked Claude Code. Ask your IT team to allowlist signing Team ID Q6L2SF6YDW.
k7DhqlK9Ii	Bypass Permissions was blocked
k8c4D/0nRo	Add Canvas instance
kAT0zh5LEA	Feedback isn't available for organizations with custom data retention policies.
kKIZFdib/K	<top>/ seat / month</top><bot>billed annually{taxSuffix}</bot>
kNPvzSB7Oj	Or, wait until your {limitName} resets to keep working.
kOzPKztUoq	Simulator touch surface — click to focus, then type to send keystrokes
kQ/lZuAwzb	Usage credit balance
kQilPi/TYx	You’re signed in as {email}. This account doesn’t have a plan that includes Claude in Chrome. Upgrade, or switch to a different account below if you already have one that does.
kSMqM4htfo	out
kT5Jg7Fz/u	Delete {count, plural, one {session} other {# sessions}}?
kWbmHkeXbP	Join <hl>{org}</hl> on Claude Code
kYE777ByuP	Create key with destructive scopes?
kYNOhKLB2l	Couldn't start sign-in. Please try again.
kYPOvwih/w	Couldn't claim your credit. Please try again.
kYR4isdnsb	Member status
kYamB10LLL	You hit your weekly message limit. It resets at {resetTime} on {resetDay}, or you can upgrade for higher limits.
kYdcJy0wVq	Click to capture keyboard
kZqxEvVpFT	Anthropic Serif
kbCx2ZYlvk	Browsing
kdNlg7hhVa	Submitted on {ts}
kdb7LsdYh+	Callback URL: {url}. Static bearer tokens are not yet supported.
kdoUubpNNW	Claude is still working
kemaiSh7+2	Error saving as PDF
kgysYftJ4g	This service is disabled for your account. Manage usage settings to re-enable it.
kiGKbhTzP/	Conversations period
kj1OhLrdXf	Bypass permissions isn't available for this session. Asking for permissions instead.
kk7ypnG1Xe	You're out of usage credits. Buy more to keep going now, or wait until {time} when your plan usage resets.
kmfNQR5hW8	Spend limit actions
knHnvzpkOf	Allow desktop extensions
knMPP8lqSe	3600
knPL7KmAA0	Run a proxy fleet in your VPC so sessions can reach internal services with credentials that never leave your network.
knyq95AtH2	This is a beta feature designed to scan repositories your company owns, maintains, or is otherwise authorized to administer. You may not use Claude Security to scan or review repositories, systems, or codebases that your company does not own or lacks permission to review.
kodQAhcRuI	You just hit your free message limit. Upgrade to Max to send more messages. You also get:
krldAjGH6h	Compliance scopes allow this key to access data from any organization under the same parent organization.
ku1gyUj4uT	Grants ability to update organization spend limits
kwIjvz74YW	When your account was put on hold, we cancelled your subscription and refunded your most recent payment in full.
kzPX1htqNc	From PRs touching Claude Code
kzaYlDwmLT	Screen
l+QSeTZpyq	Edit role
l+dE/S7JbF	Reply to Claude
l11SKaTIxq	No connected custom connectors
l3cKu6I4+3	This looks like a private key. Paste only the certificate (.crt) — the key stays with the proxy.
l4y3RMip2B	Claude Design grant
l8BwmnfrED	Saves to project settings
l9Ar7t7nk3	Service tokens
lB1Dj9ygsk	Your account is on hold
lBmDe1u+fB	Remixing isn't enabled for your account yet.
lEAPaAhXw3	No result — task {status, select, failed {failed} stopped {stopped} other {ended}}
lESQFJUZz2	Chrome, Slack, mobile, and more
lEjOWeCQVl	Your org is out of usage credits. Buy more to keep going now.
lHmZsKQArt	Verify your age to continue
lKL06F7LOG	/usr/local/bin/uvx
lMTOYdy4La	Browse Anthropic sources
lNFYd00Hds	Firewall allowlist (.txt)
lNkHsi7ue9	Pending policies
lOcWZZgAd5	What do you use your account for?
lQjIYrOGmW	Rules and credentials belong to a profile. The profile's bindings decide which agents see them.
lR5K+zDgJO	Loading your connector…
lR97+xMZmY	No projects match that filter.
lREZ+nmQDo	A Windows user-rights policy is preventing the virtualization service from signing in. The details below describe what needs to change.
lRgsztqfPC	Continue to Team plan
lWRC0uTneY	Experimental. Runs an automated screening of your listing, use cases, and live tool list using Claude. Advisory only — it does not affect whether you can submit.
lX/KK8VESU	Functional testing is disabled because {count, plural, one {# tool does} other {# tools do}} not declare annotations.readOnlyHint. Add it on your server (see the Tools step for which ones), then reconnect.
lY2D3mXwpE	An OTEL console exporter in settings.json is interfering with Claude Code. Remove the OTEL_*_EXPORTER=console setting.
laFkSQ77MY	Delete group?
lfMT778uLH	e.g., Integration Key
lixQFBgPLo	Local scheduled tasks only run while your computer is awake.
ll3OMXtx55	Connect to your own gateway
llfeF8chfY	Upload CSV
lmEBYwa437	Start on {host}
lmRwaQEbTk	This is a beta feature designed to scan repositories you own, maintain, or are otherwise authorized to administer. You may not use Claude Security to scan or review repositories, systems, or codebases that you do not own or lack permission to review.
loOLfNC7C6	Step {step} of 2
lp9vT7reXT	Open repo in GitHub
lsQiuPixCH	Get a detailed plan before any edits
lw2hWLsnLE	Set up your nonprofit Team plan
lyAc5sZfgG	Don't see your server? <link>Add it as a custom connector</link> first. Servers already in the directory aren't shown.
m2+K4DTKFL	Writing files
m8DrPQvjnp	Claude Code couldn't start
m96XNyCIsO	Share latest version
mA/24PZHk8	No cached response available. Claude is running with local values instead.
mA9gLyQ7Fb	Claude GitHub App
mAFCmVJBIH	This project isn't available to remix.
mCLd4QPWax	Choose which environment or runner pool Claude Code sessions use by default, and whether Anthropic-hosted environments are offered.
mF7e5hj/v8	Failed to load value summary. Try refreshing the page.
mG35sa1b0r	Last sync failed
mHVfgdsDNh	http://localhost:…/callback?code=…
mI1OFdfVgs	Attached files
mIva1+ircI	GCP service account key JSON
mKkfuHn2hN	More information
mKwz48B7PF	Charged as {settlement}
mLYVwQPBUl	Return to your app—the add-in will finish connecting automatically.
mMGJuVlWu3	Functional testing is disabled because all read-only tools sit past the first {max} tools in your server's tool list, which is the limit for the auto-review prompt. Reorder so read-only tools come first, or trim the tool set.
mMxRbpUjV1	#000000
mNdTr/RC08	Quick toggles
mVRhLn+q0L	Bring history from another AI
mWO1/wzuYt	Claude Code is available to use with HIPAA compliance enabled but features are not covered under Anthropic’s BAA without ZDR enabled. ZDR is available for qualified accounts only. If your org needs to use PHI with this feature, please contact a sales representative to evaluate options.
mWPGSbK6BB	What can I take off your plate?
mWsGjRx48v	Maximum wait for the helper executable to finish. Raise this if the helper opens a browser for interactive sign-in.
mZEu3Lidh3	Invalid host. Use a domain like api.example.com or *.example.com.
md/83m1aan	Up {n} this period
md4QkbfaZg	never
micfwa1L0h	SSE (legacy)
mkV0H5iBw5	<top>/ seat / month</top><bot>billed monthly{taxSuffix}</bot>
mkqoCnt2bq	No Anthropic sources available.
mkrNk79rZg	Header name contains invalid characters.
mlUMfkfWw6	Open high severity
mmwoyRqFji	Creating cloud session
moJOqxw4hU	Something went wrong submitting your request. Please try again.
mq2fw5GnAJ	Enter a full URL, like https://proxy.internal:8080
mq9iWc3GXq	You're now past your plan's included usage. Your Sonnet limit resets {day} at {time}.
mqvwgPdeOF	Disable model verification
mtxg0J1jnm	Partial auth is experimental. Behaviour may differ across Claude surfaces — test carefully.
mvAiCS2xo1	Help me get something working today. If this is a code project, walk me through what it does. If it's empty or not a project, give me 3 small, fun interactive ideas — one productivity tool, one creative toy, one game — and let's build one in a new subfolder.
mvHCZXuHQ0	Add seats anytime. Remove seats at your annual renewal.
mxjs8gIe/G	Worked
mxy1AjprZX	Use "{query}"
mzhmvOrz49	Proxy URL
n0wQL1YJLZ	Inference
n3tYs1H3AQ	Folder not found
n9KWNXLDcK	Email
nBQeVvSeP7	When Claude pushes changes to a branch, it automatically opens a pull request without asking first. Applies to remote sessions only.
nDW7OKTF0P	Manage usage settings
nGuhQF6s7c	Describe your typical workflow and which Claude products you use (chat, API, Claude Code).
nHoVvLvbhp	Feedback details
nIEb3KeGUI	Finish in browser, then click to reconnect
nIWd9aJGhK	updated
nJT22EpxMV	Estimated usage per seat
nM04gPHngB	No changes to show
nMuHmEI9ty	Or try it in
nN4nDZfEes	View organization usage analytics and activity dashboards.
nOBN85iT+Z	Mount plugin bundles to this folder using your device-management tool and Cowork will load them at launch. The folder is read-only; tool policies you set below are saved in this configuration.
nOLuwYiSJ0	Allow members to request a limit increase when they reach their usage limit.
nPIcwFPBF/	GitHub Enterprise
nPX61KkXA8	Helper was terminated before exit
nQAnjQ1+69	Access to Claude for Chrome, the browser extension that lets Claude browse and act on web pages on the user's behalf.
nQWOkPHl29	Download as .{ext}
nTDxjQZxYi	Agent proxy registered
nVS7KTcY1H	No open pull requests
nWeV+8P/YZ	Using skill
nXc09BBdmP	Submitting report…
nYTRjcoCf/	Usage credits are turned off for your account. Manage spend limit to keep going now.
nZAVyUccg2	Commit or stash changes, or check your repository for issues like a missing branch, locked files, or Git LFS setup.
nZCHBxEAlK	Keep editing
ndWa897vah	Hide Anthropic-hosted environments
neJ+WAvag5	More allow options
neSuIPewuG	Deploy the agent-proxy binary with the registration ID, this secret, and your local CA keypair (the cert you registered plus its private key, which never left your machine):
nfymUJgaww	{serverName} wants to open a URL
nk62aaWH8C	Add an MCP server
npgQgzh1YI	weekly limit
nrMB+6pFKo	Failed to update organization icon
ntHXOjbf0G	All environment and pool associations are removed immediately, so new sessions stop routing through this proxy. The proxy fleet stops heartbeating and shuts down. Sessions already running keep their tunnel until they end.
nuFaeF1G78	Last scan failed
nuWB/LxYc6	Waiting for browser…
nwFCeft5Tp	Existing API keys can now use analytics scopes
o0AKZGU+ZU	Hi {name}, let's find the right plan for your team.
o1HpUu35GN	Set a model first
o5paQRepgZ	+{count, number} more
o5tMLk+Zgq	Static headers
o76PKBGVE1	Script terminated before producing a credential.
oBXvAZERRL	Revoke {keyName}?
oCWGw0AsBF	Where do I find this?
oILLvyXvqn	Build this for real with Claude Code
oIdTieNI8W	Ability to share projects with everyone in your organization. When off, projects can still be shared with individual users.
oIuIOzlHdS	<bold>Act without asking is on.</bold> Claude works and uses connectors without pausing for approval. You can turn off individual connectors in the Add menu. <link>See safe use tips</link>
oLjWuwuWon	Anthropic-hosted environments hidden
oMMPQhnWpD	Some tools return 401 and prompt for auth on demand (server starts authless)
oMOLgYnZwB	Server is busy
oOkvYkq+lC	No simulator attached. Pick a device below — Shutdown devices will be booted.
oRZy+mE3Yg	Settings covered by the URL are read-only below.
oReUAT0vwJ	Need a human?
oSvX/bCNNc	Request a review
oT3AdLMVZK	00000000-0000-0000-0000-000000000000
oX5o9cerv1	**A human if you want one.** For complex or large deals, I'll hand you to our team with everything you've shared already in context. I'm an AI and can make mistakes.
oaEmIzxURK	Ask about pricing, security, or what plan fits
oaHo7PDUPU	Chat name
obP7mr2o1D	Set up Remote Control
oj+zHKpRFQ	My connector does not use AI models to generate images, video, or audio. (§4.B)
oo3cP6GRIE	Your org is out of usage credits for the month. We let your admin know.
oo4Av05fBn	Block nonessential telemetry
oqBUnTcd78	#F5F5F5
ouQJbxzDP5	Request sent to your admin. Your plan usage resets at {time}.
ourJRJheT4	Your gift covers your next invoice. After this billing cycle, you’ll still have {remainder} left for future invoices.
oypk76fvMk	Remove source
ozzKmITBMv	Per-user soft cap, counted client-side over the duration below. Not a server-enforced quota.
p/4qG0gjyQ	NNN.apps.googleusercontent.com
p0Vi703w32	Sign in again to continue.
p0mXaeDCmE	Weekly · Claude Design
p1cV4hEZ7I	Thanks for the feedback.
p2tXYvgZQP	Existing API keys are now blocked from using analytics scopes
p4HosqD3kb	Private key (JWT signing)
p4M9yr6CUo	Per seat / month if billed annually. {standardMonthlyPrice}/seat{taxSuffix} if billed monthly. Minimum {minimumSeatCount, plural, one {# seat} other {# seats}}.
p5LNtBKZns	Not set
p7bjKNufr2	Max tokens reached
p8Z4FQ25gZ	/etc/claude/vertex-sa.json
p9MPkbVUdx	Reply…
pBgZotXlmX	Absolute path to an executable that prints the credential, optionally with per-request headers.
pCJSKAwUBW	That's you
pCzhvoUfeb	Couldn't turn off usage credits
pEg5SGohtk	Who can remix your app
pFPAqum5io	Scan coverage
pG4M7DKJyA	{toolName} from {serverName} wants to open a URL
pJ4JpkB+z4	Search roles...
pMSvrNHUFy	Turn on usage credits to keep using Claude if you hit a limit. <link>Learn more</link>
pMWMhEu56d	Invalid response
pMkBIACj3b	Service token created
pNuagxf0/v	PEM-encoded CA cert (the proxy's MITM CA). Paste the .crt — the private key stays with the proxy. The proxy validates its CA fingerprint against this on every heartbeat.
pOeEMxHCXp	Add server
pPg+NzFStg	That point in the conversation couldn't be found. Send your message again to continue the session.
pTf9owcUnZ	Unlimited projects with Max plans
pUFr0I705E	Failed to revoke runner token. You can try again.
pUe25MEkoL	Booted
pWv55L2571	You've reached your weekly Cowork limit. It resets {day} at {time}.
pYWXi5lIwq	Read the documentation
pZtlP3k82t	Credential type
pao2bCavYH	Are you sure you want to dismiss this usage credit request from {name}? This action cannot be undone.
pcZ2IBDdS3	Copy setup command to clipboard
phFsQ4XcYo	{sec} s
phgu1eEZsj	Couldn't load. <retry>Try again</retry>
pig+2F2slv	Select month
pizdDc/r5c	Requests are signed with the proxy's own AWS service identity (web-identity federation). No secret material is stored.
pkHKHk/BKz	Add logo
